episode,step,x,y,theta,goal_x,goal_y,obs_x,obs_y,obs_vx,obs_vy,obs_radius,action_v,action_w,reached,collision
0,17,-1.908263087272644,0.8043681383132935,0.779726505279541,2.1920406818389893,0.8309709429740906,-0.26198288798332214,-0.31434717774391174,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0167043,-1.0591018,0.0,0.0
0,18,-1.830529808998108,0.8671928644180298,0.6797264814376831,2.1920406818389893,0.8309709429740906,-0.24302805960178375,-0.3135543167591095,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9994698,-1.0004092,0.0,0.0
0,19,-1.74686861038208,0.921972393989563,0.5797264575958252,2.1920406818389893,0.8309709429740906,-0.22407323122024536,-0.31276145577430725,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0231801,-1.0261317,0.0,0.0
0,20,-1.6581565141677856,0.9681260585784912,0.4797264635562897,2.1920406818389893,0.8309709429740906,-0.20511840283870697,-0.311968594789505,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0239216,-1.0811558,0.0,0.0
0,21,-1.5652799606323242,1.0,0.37972646951675415,2.1920406818389893,0.8309709429740906,-0.18616357445716858,-0.31117573380470276,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.007635,-1.0121168,0.0,0.0
0,22,-1.4692292213439941,1.0,0.2819764018058777,2.1920406818389893,0.8309709429740906,-0.1672087460756302,-0.3103828728199005,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0058879,-0.9775006,0.0,0.0
0,23,-1.371387243270874,1.0,0.19923385977745056,2.1920406818389893,0.8309709429740906,-0.1482539176940918,-0.30959001183509827,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.99816513,-0.82742536,0.0,0.0
0,24,-1.2722601890563965,1.0,0.132231667637825,2.1920406818389893,0.8309709429740906,-0.1292990893125534,-0.308797150850296,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0129157,-0.6700219,0.0,0.0
0,25,-1.1766632795333862,1.0,0.08909516036510468,2.1920406818389893,0.8309709429740906,-0.11034425348043442,-0.3080042898654938,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9597763,-0.4313651,0.0,0.0
0,26,-1.0768086910247803,1.0,0.05394607037305832,2.1920406818389893,0.8309709429740906,-0.09138941764831543,-0.30721142888069153,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0044305,-0.35149089,0.0,0.0
0,27,-0.9768468141555786,1.0,0.027603138238191605,2.1920406818389893,0.8309709429740906,-0.07243458181619644,-0.3064185678958893,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0087389,-0.2634293,0.0,0.0
0,28,-0.8768503665924072,1.0,0.008417170494794846,2.1920406818389893,0.8309709429740906,-0.053479745984077454,-0.30562570691108704,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0183568,-0.19185968,0.0,0.0
0,29,-0.7772912383079529,0.9996344447135925,-0.0036716219037771225,2.1920406818389893,0.8309709429740906,-0.034524910151958466,-0.3048328459262848,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.99559796,-0.12088792,0.0,0.0
0,30,-0.6775791645050049,0.9976066946983337,-0.02033304050564766,2.1920406818389893,0.8309709429740906,-0.015570076182484627,-0.30403998494148254,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.99732697,-0.16661419,0.0,0.0
0,31,-0.5776547193527222,0.9937205910682678,-0.03887084126472473,2.1920406818389893,0.8309709429740906,0.003384757786989212,-0.3032471239566803,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0034424,-0.18537802,0.0,0.0
0,32,-0.477735698223114,0.989696741104126,-0.04024927690625191,2.1920406818389893,0.8309709429740906,0.02233959175646305,-0.30245426297187805,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0019083,-0.013784358,0.0,0.0
0,33,-0.37784579396247864,0.9850053191184998,-0.046931471675634384,2.1920406818389893,0.8309709429740906,0.04129442572593689,-0.3016614019870758,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0052202,-0.06682194,0.0,0.0
0,34,-0.27799952030181885,0.9794625043869019,-0.05545651167631149,2.1920406818389893,0.8309709429740906,0.06024926155805588,-0.30086854100227356,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0057565,-0.08525039,0.0,0.0
0,35,-0.1791369765996933,0.9734810590744019,-0.06042885407805443,2.1920406818389893,0.8309709429740906,0.07920409739017487,-0.3000756800174713,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9904332,-0.04972344,0.0,0.0
0,36,-0.07930976897478104,0.9676048755645752,-0.05879558250308037,2.1920406818389893,0.8309709429740906,0.09815893322229385,-0.29928281903266907,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0016375,0.016332706,0.0,0.0
0,37,0.02048521488904953,0.9612047672271729,-0.06404466927051544,2.1920406818389893,0.8309709429740906,0.11711376905441284,-0.2984899580478668,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0098178,-0.05249083,0.0,0.0
0,38,0.11850257217884064,0.9551513195037842,-0.061680469661951065,2.1920406818389893,0.8309709429740906,0.13606859743595123,-0.2976970970630646,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.982041,0.02364198,0.0,0.0
0,39,0.21621748805046082,0.9492908716201782,-0.05990324914455414,2.1920406818389893,0.8309709429740906,0.15502342581748962,-0.29690423607826233,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9789049,0.017772203,0.0,0.0
0,40,0.31600815057754517,0.9428238272666931,-0.06471565365791321,2.1920406818389893,0.8309709429740906,0.17397825419902802,-0.2961113750934601,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.009106,-0.04812406,0.0,0.0
0,41,0.4157852828502655,0.9361512064933777,-0.0667760819196701,2.1920406818389893,0.8309709429740906,0.1929330825805664,-0.29531851410865784,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0081958,-0.02060427,0.0,0.0
0,42,0.5155526399612427,0.9293337464332581,-0.06822772324085236,2.1920406818389893,0.8309709429740906,0.2118879109621048,-0.2945256531238556,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0170568,-0.014516415,0.0,0.0
0,43,0.6134663820266724,0.9228389263153076,-0.06623506546020508,2.1920406818389893,0.8309709429740906,0.2308427393436432,-0.29373279213905334,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.98128927,0.019926546,0.0,0.0
0,44,0.7132532000541687,0.9163124561309814,-0.0653109923005104,2.1920406818389893,0.8309709429740906,0.24979756772518158,-0.2929399311542511,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0077859,0.00924076,0.0,0.0
0,45,0.8110429644584656,0.9104600548744202,-0.05977575108408928,2.1920406818389893,0.8309709429740906,0.26875239610671997,-0.29214707016944885,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9796475,0.055352397,0.0,0.0
0,46,0.9108665585517883,0.9045231342315674,-0.05940442532300949,2.1920406818389893,0.8309709429740906,0.28770723938941956,-0.2913542091846466,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0216196,0.0037132632,0.0,0.0
0,47,1.0106967687606812,0.8986974358558655,-0.05828976258635521,2.1920406818389893,0.8309709429740906,0.30666208267211914,-0.29056134819984436,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.0026882,0.011146618,0.0,0.0
0,48,1.1105339527130127,0.8929941058158875,-0.05706426128745079,2.1920406818389893,0.8309709429740906,0.3256169259548187,-0.2897684872150421,0.1895483285188675,0.007928471080958843,0.15613657697651534,1.011563,0.012255026,0.0,0.0
0,49,1.2086681127548218,0.8874464631080627,-0.056470874696969986,2.1920406818389893,0.8309709429740906,0.3445717692375183,-0.28897562623023987,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9829088,0.005933879,0.0,0.0
0,50,1.3070080280303955,0.8818140625953674,-0.05721236765384674,2.1920406818389893,0.8309709429740906,0.3635266125202179,-0.2881827652454376,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.98501146,-0.007414939,0.0,0.0
0,51,1.4056793451309204,0.8760982751846313,-0.05786312744021416,2.1920406818389893,0.8309709429740906,0.3824814558029175,-0.2873899042606354,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.9883671,-0.0065075923,0.0,0.0
0,52,1.4938806295394897,0.8706623911857605,-0.061552368104457855,2.1920406818389893,0.8309709429740906,0.40143629908561707,-0.28659704327583313,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.8836866,-0.036892414,0.0,0.0
0,53,1.5788346529006958,0.8648517727851868,-0.06829104572534561,2.1920406818389893,0.8309709429740906,0.42039114236831665,-0.2858041822910309,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.85152465,-0.06738675,0.0,0.0
0,54,1.651990294456482,0.8597032427787781,-0.07026216387748718,2.1920406818389893,0.8309709429740906,0.43934598565101624,-0.28501132130622864,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.733366,-0.019711168,0.0,0.0
0,55,1.7150535583496094,0.8551663160324097,-0.07181873172521591,2.1920406818389893,0.8309709429740906,0.4583008289337158,-0.2842184603214264,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.6322627,-0.015565695,0.0,0.0
0,56,1.7695574760437012,0.8512658476829529,-0.07144134491682053,2.1920406818389893,0.8309709429740906,0.4772556722164154,-0.28342559933662415,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.54643345,0.0037738364,0.0,0.0
0,57,1.8185299634933472,0.8478115797042847,-0.07041838020086288,2.1920406818389893,0.8309709429740906,0.496210515499115,-0.2826327383518219,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.49094197,0.01022966,0.0,0.0
0,58,1.8652920722961426,0.8443875312805176,-0.07309209555387497,2.1920406818389893,0.8309709429740906,0.5151653289794922,-0.28183987736701965,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.46887255,-0.026737185,0.0,0.0
0,59,1.9029970169067383,0.8415916562080383,-0.07401591539382935,2.1920406818389893,0.8309709429740906,0.5341201424598694,-0.2810470163822174,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.37808445,-0.009238185,0.0,0.0
0,60,1.93711256980896,0.8391157984733582,-0.07244613021612167,2.1920406818389893,0.8309709429740906,0.5530749559402466,-0.28025415539741516,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.34205317,0.01569788,0.0,0.0
0,61,1.963332176208496,0.8371806740760803,-0.07367195188999176,2.1920406818389893,0.8309709429740906,0.5720297694206238,-0.2794612944126129,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.262909,-0.0122582335,0.0,0.0
0,62,1.9865387678146362,0.8352998495101929,-0.08087144047021866,2.1920406818389893,0.8309709429740906,0.590984582901001,-0.27866843342781067,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.23282708,-0.071994886,0.0,0.0
0,63,2.0085196495056152,0.8334507346153259,-0.0839269608259201,2.1920406818389893,0.8309709429740906,0.6099393963813782,-0.2778755724430084,0.1895483285188675,0.007928471080958843,0.15613657697651534,0.22058561,-0.03055519,0.0,0.0
1,0,-2.3671300411224365,-0.08984261006116867,1.103638768196106,2.6194193363189697,0.7521766424179077,-1.534010648727417,0.26748690009117126,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0024592,-1.0797758,0.0,0.0
1,1,-2.3135600090026855,-0.005740746855735779,1.003638744354248,2.6194193363189697,0.7521766424179077,-1.5102826356887817,0.2607974708080292,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9971392,-1.0472164,0.0,0.0
1,2,-2.2517738342285156,0.07270399481058121,0.9036387205123901,2.6194193363189697,0.7521766424179077,-1.4865546226501465,0.2541080415248871,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9985538,-1.0434186,0.0,0.0
1,3,-2.182762384414673,0.14428004622459412,0.8036386966705322,2.6194193363189697,0.7521766424179077,-1.4628266096115112,0.247418612241745,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.99426866,-1.0309818,0.0,0.0
1,4,-2.106513023376465,0.20897969603538513,0.7036386728286743,2.6194193363189697,0.7521766424179077,-1.439098596572876,0.2407291829586029,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0038782,-1.0467898,0.0,0.0
1,5,-2.02471923828125,0.26537585258483887,0.6036386489868164,2.6194193363189697,0.7521766424179077,-1.4153705835342407,0.23403975367546082,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9935163,-1.01508,0.0,0.0
1,6,-1.9379208087921143,0.31320497393608093,0.5036386251449585,2.6194193363189697,0.7521766424179077,-1.3916425704956055,0.22735032439231873,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.99103993,-1.0441825,0.0,0.0
1,7,-1.8459813594818115,0.352471262216568,0.403638631105423,2.6194193363189697,0.7521766424179077,-1.3679145574569702,0.22066089510917664,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.99973476,-1.0179069,0.0,0.0
1,8,-1.750989556312561,0.3837212324142456,0.31782326102256775,2.6194193363189697,0.7521766424179077,-1.344186544418335,0.21397146582603455,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0040312,-0.8581537,0.0,0.0
1,9,-1.6570817232131958,0.4083717167377472,0.2567051947116852,2.6194193363189697,0.7521766424179077,-1.3204585313796997,0.20728203654289246,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9708927,-0.6111808,0.0,0.0
1,10,-1.5599937438964844,0.4289326071739197,0.2086924910545349,2.6194193363189697,0.7521766424179077,-1.2967305183410645,0.20059260725975037,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9924122,-0.48012695,0.0,0.0
1,11,-1.463352918624878,0.44539588689804077,0.1687355637550354,2.6194193363189697,0.7521766424179077,-1.2730025053024292,0.19390317797660828,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9803306,-0.3995693,0.0,0.0
1,12,-1.3643778562545776,0.4596763253211975,0.14329427480697632,2.6194193363189697,0.7521766424179077,-1.249274492263794,0.1872137486934662,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0136725,-0.25441283,0.0,0.0
1,13,-1.2654647827148438,0.4719516336917877,0.12347060441970825,2.6194193363189697,0.7521766424179077,-1.2255464792251587,0.1805243194103241,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.99671817,-0.19823666,0.0,0.0
1,14,-1.1661442518234253,0.48358869552612305,0.11663500219583511,2.6194193363189697,0.7521766424179077,-1.2018184661865234,0.173834890127182,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0136865,-0.06835601,0.0,0.0
1,15,-1.0667170286178589,0.4942761957645416,0.1070794090628624,2.6194193363189697,0.7521766424179077,-1.1780904531478882,0.16714546084403992,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0269176,-0.0955559,0.0,0.0
1,16,-0.9672316908836365,0.5044084787368774,0.10149693489074707,2.6194193363189697,0.7521766424179077,-1.154362440109253,0.16045603156089783,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0202793,-0.05582477,0.0,0.0
1,17,-0.8685989379882812,0.5132430195808411,0.0893315002322197,2.6194193363189697,0.7521766424179077,-1.1306344270706177,0.15376660227775574,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9902764,-0.12165436,0.0,0.0
1,18,-0.771195650100708,0.5214869976043701,0.08443666249513626,2.6194193363189697,0.7521766424179077,-1.1069064140319824,0.14707717299461365,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9775151,-0.048948348,0.0,0.0
1,19,-0.6736139059066772,0.5287268757820129,0.07405739277601242,2.6194193363189697,0.7521766424179077,-1.0831784009933472,0.14038774371147156,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9784995,-0.10379268,0.0,0.0
1,20,-0.5738775730133057,0.5359840393066406,0.07263556867837906,2.6194193363189697,0.7521766424179077,-1.059450387954712,0.13369831442832947,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0053858,-0.014218273,0.0,0.0
1,21,-0.4759874939918518,0.5431708693504333,0.0732857957482338,2.6194193363189697,0.7521766424179077,-1.0357223749160767,0.12700888514518738,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9815353,0.006502269,0.0,0.0
1,22,-0.3795112371444702,0.5503329038619995,0.07410038262605667,2.6194193363189697,0.7521766424179077,-1.0119943618774414,0.12031946331262589,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9674175,0.008145904,0.0,0.0
1,23,-0.2797684669494629,0.5575006604194641,0.07173927873373032,2.6194193363189697,0.7521766424179077,-0.9882663488388062,0.11363004148006439,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0065166,-0.023611056,0.0,0.0
1,24,-0.18277424573898315,0.5643506646156311,0.07050582021474838,2.6194193363189697,0.7521766424179077,-0.9645383358001709,0.1069406196475029,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.97235805,-0.012334572,0.0,0.0
1,25,-0.08300692588090897,0.5711684823036194,0.06823108345270157,2.6194193363189697,0.7521766424179077,-0.9408103227615356,0.1002511978149414,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0155138,-0.02274737,0.0,0.0
1,26,0.016772791743278503,0.5778024196624756,0.06638795137405396,2.6194193363189697,0.7521766424179077,-0.9170823097229004,0.09356177598237991,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0103533,-0.018431293,0.0,0.0
1,27,0.11621438711881638,0.5842834115028381,0.0650818794965744,2.6194193363189697,0.7521766424179077,-0.8933542966842651,0.08687235414981842,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9965257,-0.013060706,0.0,0.0
1,28,0.21600593626499176,0.5907368659973145,0.06457941234111786,2.6194193363189697,0.7521766424179077,-0.8696262836456299,0.08018293231725693,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0025352,-0.0050246436,0.0,0.0
1,29,0.3158089220523834,0.5970108509063721,0.06278090178966522,2.6194193363189697,0.7521766424179077,-0.8458982706069946,0.07349351048469543,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0071281,-0.017985078,0.0,0.0
1,30,0.41462379693984985,0.6029729843139648,0.0602635033428669,2.6194193363189697,0.7521766424179077,-0.8221702575683594,0.06680408865213394,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.98994595,-0.025173994,0.0,0.0
1,31,0.5144518613815308,0.608834981918335,0.0586533360183239,2.6194193363189697,0.7521766424179077,-0.7984422445297241,0.06011466309428215,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.004641,-0.016101675,0.0,0.0
1,32,0.6142895221710205,0.6145305633544922,0.056986771523952484,2.6194193363189697,0.7521766424179077,-0.7747142314910889,0.05342523753643036,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0064057,-0.01666564,0.0,0.0
1,33,0.7141221761703491,0.6203129887580872,0.057856522500514984,2.6194193363189697,0.7521766424179077,-0.7509862184524536,0.04673581197857857,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0073891,0.008697493,0.0,0.0
1,34,0.813720166683197,0.6261976361274719,0.05901525914669037,2.6194193363189697,0.7521766424179077,-0.7272582054138184,0.040046386420726776,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9977168,0.011587365,0.0,0.0
1,35,0.9128117561340332,0.6321882009506226,0.0603814460337162,2.6194193363189697,0.7521766424179077,-0.7035301923751831,0.033356960862874985,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9927253,0.01366186,0.0,0.0
1,36,1.0125117301940918,0.6380898952484131,0.05912525951862335,2.6194193363189697,0.7521766424179077,-0.6798021793365479,0.026667537167668343,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.998745,-0.01256186,0.0,0.0
1,37,1.112343192100525,0.6438922882080078,0.058056801557540894,2.6194193363189697,0.7521766424179077,-0.6560741662979126,0.0199781134724617,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0121617,-0.010684567,0.0,0.0
1,38,1.2121777534484863,0.6496410965919495,0.05752004310488701,2.6194193363189697,0.7521766424179077,-0.6323461532592773,0.013288689777255058,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0090326,-0.005367579,0.0,0.0
1,39,1.3120211362838745,0.6552349328994751,0.055967651307582855,2.6194193363189697,0.7521766424179077,-0.6086181402206421,0.006599265616387129,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0097047,-0.015523927,0.0,0.0
1,40,1.4118670225143433,0.6607838273048401,0.055517617613077164,2.6194193363189697,0.7521766424179077,-0.5848901271820068,-9.015854448080063e-05,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0217023,-0.0045003463,0.0,0.0
1,41,1.5117255449295044,0.6661004424095154,0.053191352635622025,2.6194193363189697,0.7521766424179077,-0.5611621141433716,-0.00677958270534873,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0042549,-0.023262652,0.0,0.0
1,42,1.6115853786468506,0.6713928580284119,0.05294884368777275,2.6194193363189697,0.7521766424179077,-0.5374341011047363,-0.01346900686621666,0.23728038370609283,-0.06689424067735672,0.1473064792826328,1.0098604,-0.0024250913,0.0,0.0
1,43,1.711026906967163,0.6764599680900574,0.05091148614883423,2.6194193363189697,0.7521766424179077,-0.5137060880661011,-0.0201584305614233,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9957049,-0.020373585,0.0,0.0
1,44,1.8100178241729736,0.6812744140625,0.04859694838523865,2.6194193363189697,0.7521766424179077,-0.48997804522514343,-0.026847854256629944,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.991079,-0.023145365,0.0,0.0
1,45,1.9090378284454346,0.686147928237915,0.04917769879102707,2.6194193363189697,0.7521766424179077,-0.4662500023841858,-0.033537279814481735,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.9913981,0.005807517,0.0,0.0
1,46,1.9948185682296753,0.6903849244117737,0.04935289919376373,2.6194193363189697,0.7521766424179077,-0.44252195954322815,-0.04022670537233353,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.858853,0.0017520171,0.0,0.0
1,47,2.069838523864746,0.6942363381385803,0.05129328742623329,2.6194193363189697,0.7521766424179077,-0.4187939167022705,-0.04691613093018532,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.7511885,0.019403873,0.0,0.0
1,48,2.134542942047119,0.6976783871650696,0.05314600095152855,2.6194193363189697,0.7521766424179077,-0.39506587386131287,-0.05360555648803711,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.64795864,0.018527148,0.0,0.0
1,49,2.191416025161743,0.7007390856742859,0.05376480147242546,2.6194193363189697,0.7521766424179077,-0.3713378310203552,-0.0602949820458889,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.569554,0.0061880182,0.0,0.0
1,50,2.2419233322143555,0.7034964561462402,0.05453931912779808,2.6194193363189697,0.7521766424179077,-0.3476097881793976,-0.06698440760374069,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.50582576,0.0077451896,0.0,0.0
1,51,2.284259796142578,0.7057889103889465,0.0540962815284729,2.6194193363189697,0.7521766424179077,-0.32388174533843994,-0.07367382943630219,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.42398518,-0.0044303704,0.0,0.0
1,52,2.321444511413574,0.7078008055686951,0.05405284836888313,2.6194193363189697,0.7521766424179077,-0.3001537024974823,-0.08036325126886368,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.37239015,-0.000434326,0.0,0.0
1,53,2.3550326824188232,0.7096565961837769,0.05519569292664528,2.6194193363189697,0.7521766424179077,-0.27642565965652466,-0.08705267310142517,0.23728038370609283,-0.06689424067735672,0.1473064792826328,0.33639446,0.011428459,0.0,0.0
